,Date/Time,Day,Dew Point Temp (°C),Month,Rel Hum (%),Stn Press (kPa),Temp (°C),Time,Visibility (km),Weather,Wind Dir (10s deg),Wind Spd (km/h),Year
636,2016-09-22 10:00,22,11.0,9,69.0,101.61,16.6,10,48.3,Clear,14.0,10.0,2016
637,2016-09-22 13:00,22,11.8,9,75.0,101.6,16.2,13,48.3,Clear,24.0,12.0,2016
638,2016-09-22 16:00,22,8.9,9,52.0,101.53,18.9,16,48.3,Clear,16.0,12.0,2016
639,2016-09-22 19:00,22,9.7,9,71.0,101.5,14.8,19,32.2,Clear,8.0,18.0,2016
640,2016-09-23 06:00,23,10.9,9,94.0,101.52,11.8,6,9.7,Rain,10.0,21.0,2016
641,2016-09-23 07:00,23,11.0,9,94.0,101.49,11.9,7,8.1,Rain,9.0,18.0,2016
642,2016-09-23 08:00,23,10.7,9,89.0,101.42,12.4,8,24.1,Rain,7.0,21.0,2016
643,2016-09-23 09:00,23,10.0,9,86.0,101.4,12.2,9,24.1,Rain,6.0,25.0,2016
644,2016-09-23 10:00,23,9.7,9,87.0,101.42,11.8,10,16.1,Rain,7.0,23.0,2016
645,2016-09-23 11:00,23,10.2,9,90.0,101.44,11.8,11,12.9,Rain,8.0,17.0,2016
646,2016-09-23 16:00,23,11.2,9,93.0,101.6,12.3,16,16.1,Rain,7.0,19.0,2016
647,2016-09-24 07:00,24,10.4,9,92.0,102.68,11.6,7,24.1,Cloudy,7.0,4.0,2016
648,2016-09-24 10:00,24,11.0,9,86.0,102.9,13.3,10,24.1,Cloudy,22.0,9.0,2016
649,2016-09-24 13:00,24,9.8,9,67.0,102.83,15.8,13,32.2,Cloudy,17.0,9.0,2016
650,2016-09-24 16:00,24,11.3,9,77.0,102.7,15.3,16,32.2,Cloudy,31.0,4.0,2016
651,2016-09-24 19:00,24,12.1,9,86.0,102.78,14.4,19,24.1,Rain,36.0,7.0,2016
652,2016-09-24 20:00,24,12.1,9,89.0,102.83,13.9,20,24.1,Rain,35.0,6.0,2016
653,2016-09-25 07:00,25,10.1,9,79.0,102.92,13.6,7,24.1,Cloudy,5.0,8.0,2016
654,2016-09-25 10:00,25,10.9,9,75.0,103.0,15.3,10,32.2,Cloudy,5.0,14.0,2016
655,2016-09-25 13:00,25,10.0,9,58.0,102.95,18.3,13,40.2,Cloudy,9.0,9.0,2016
656,2016-09-25 16:00,25,11.7,9,61.0,102.77,19.3,16,48.3,Cloudy,1.0,7.0,2016
657,2016-09-25 19:00,25,11.6,9,88.0,102.62,13.5,19,48.3,Cloudy,33.0,5.0,2016
658,2016-09-26 07:00,26,13.1,9,97.0,102.02,13.6,7,48.3,Cloudy,30.0,7.0,2016
659,2016-09-26 10:00,26,13.0,9,81.0,101.89,16.2,10,48.3,Cloudy,24.0,7.0,2016
660,2016-09-26 13:00,26,13.4,9,83.0,101.72,16.2,13,48.3,Cloudy,28.0,8.0,2016
661,2016-09-26 16:00,26,13.6,9,93.0,101.6,14.7,16,48.3,Cloudy,28.0,9.0,2016
662,2016-09-26 19:00,26,13.6,9,93.0,101.59,14.7,19,32.2,Cloudy,27.0,7.0,2016
663,2016-09-27 07:00,27,9.5,9,82.0,102.12,12.5,7,48.3,Clear,29.0,38.0,2016
664,2016-09-27 10:00,27,10.9,9,80.0,102.29,14.3,10,32.2,Cloudy,30.0,28.0,2016
665,2016-09-27 13:00,27,10.8,9,74.0,102.27,15.4,13,48.3,Clear,30.0,23.0,2016
666,2016-09-27 16:00,27,11.0,9,78.0,102.15,14.7,16,48.3,Cloudy,30.0,24.0,2016
667,2016-09-27 19:00,27,11.2,9,88.0,102.05,13.1,19,48.3,Clear,30.0,19.0,2016
668,2016-09-28 07:00,28,10.3,9,92.0,101.97,11.5,7,40.2,Clear,30.0,28.0,2016
669,2016-09-28 10:00,28,10.5,9,84.0,102.0,13.1,10,48.3,Clear,30.0,32.0,2016
670,2016-09-28 13:00,28,11.2,9,81.0,101.85,14.4,13,48.3,Clear,30.0,26.0,2016
671,2016-09-28 16:00,28,11.5,9,84.0,101.71,14.1,16,48.3,Clear,29.0,16.0,2016
672,2016-09-28 19:00,28,9.8,9,88.0,101.67,11.7,19,48.3,Clear,36.0,3.0,2016
673,2016-09-29 07:00,29,7.7,9,94.0,101.79,8.6,7,48.3,Cloudy,32.0,5.0,2016
674,2016-09-29 10:00,29,10.3,9,83.0,101.84,13.1,10,48.3,Clear,29.0,21.0,2016
675,2016-09-29 13:00,29,10.8,9,77.0,101.78,14.7,13,48.3,Clear,29.0,17.0,2016
676,2016-09-29 16:00,29,9.6,9,79.0,101.72,13.1,16,48.3,Cloudy,26.0,10.0,2016
677,2016-09-29 19:00,29,8.6,9,79.0,101.73,12.1,19,48.3,Cloudy,16.0,5.0,2016
678,2016-09-30 07:00,30,8.7,9,95.0,101.72,9.4,7,12.9,Cloudy,11.0,10.0,2016
679,2016-09-30 10:00,30,10.6,9,88.0,101.68,12.5,10,12.9,Cloudy,23.0,9.0,2016
680,2016-09-30 13:00,30,10.6,9,85.0,101.52,13.0,13,24.1,Clear,27.0,11.0,2016
681,2016-09-30 16:00,30,9.9,9,75.0,101.38,14.2,16,24.1,Clear,28.0,6.0,2016
682,2016-09-30 19:00,30,8.1,9,90.0,101.32,9.6,19,32.2,Clear,2.0,3.0,2016
683,2016-10-01 07:00,1,8.2,10,79.0,101.24,11.7,7,24.1,Cloudy,5.0,12.0,2016
684,2016-10-01 08:00,1,7.8,10,73.0,101.24,12.5,8,24.1,Rain,6.0,16.0,2016
685,2016-10-01 09:00,1,9.3,10,75.0,101.21,13.6,9,24.1,Rain,8.0,16.0,2016
686,2016-10-01 10:00,1,8.3,10,67.0,101.22,14.3,10,24.1,Cloudy,10.0,23.0,2016
687,2016-10-01 13:00,1,8.6,10,69.0,101.27,14.1,13,19.3,Cloudy,13.0,24.0,2016
688,2016-10-01 14:00,1,10.7,10,82.0,101.32,13.7,14,24.1,Rain,12.0,18.0,2016
689,2016-10-01 15:00,1,10.7,10,82.0,101.36,13.7,15,19.3,Rain,10.0,15.0,2016
690,2016-10-01 16:00,1,9.7,10,77.0,101.4,13.6,16,24.1,Cloudy,12.0,27.0,2016
691,2016-10-01 19:00,1,9.2,10,79.0,101.44,12.7,19,24.1,Cloudy,9.0,14.0,2016
692,2016-10-02 06:00,2,8.9,10,88.0,101.38,10.8,6,24.1,Rain,10.0,8.0,2016
693,2016-10-02 07:00,2,8.9,10,88.0,101.38,10.8,7,32.2,Cloudy,24.0,4.0,2016
694,2016-10-02 10:00,2,10.4,10,83.0,101.43,13.2,10,32.2,Cloudy,33.0,10.0,2016
695,2016-10-02 13:00,2,10.7,10,77.0,101.3,14.6,13,48.3,Clear,29.0,21.0,2016
696,2016-10-02 16:00,2,10.6,10,78.0,101.19,14.3,16,48.3,Clear,28.0,21.0,2016
697,2016-10-02 19:00,2,9.0,10,93.0,101.17,10.1,19,32.2,Clear,30.0,9.0,2016
698,2016-10-03 07:00,3,8.7,10,90.0,101.2,10.2,7,24.1,Cloudy,10.0,13.0,2016
699,2016-10-03 10:00,3,9.6,10,81.0,101.24,12.7,10,24.1,Cloudy,11.0,21.0,2016
700,2016-10-03 13:00,3,9.3,10,69.0,101.13,14.9,13,32.2,Cloudy,11.0,21.0,2016
701,2016-10-03 16:00,3,6.3,10,57.0,101.0,14.7,16,32.2,Cloudy,12.0,25.0,2016
702,2016-10-03 19:00,3,7.5,10,67.0,100.95,13.4,19,24.1,Cloudy,10.0,13.0,2016
703,2016-10-03 21:00,3,8.9,10,79.0,100.96,12.4,21,24.1,Rain,11.0,12.0,2016
704,2016-10-04 07:00,4,9.9,10,93.0,100.92,11.0,7,24.1,Cloudy,9.0,20.0,2016
705,2016-10-04 10:00,4,10.9,10,88.0,100.98,12.8,10,24.1,Cloudy,10.0,19.0,2016
706,2016-10-04 13:00,4,10.1,10,73.0,100.93,14.8,13,24.1,Cloudy,12.0,26.0,2016
707,2016-10-04 16:00,4,9.6,10,70.0,100.91,15.0,16,24.1,Cloudy,13.0,27.0,2016
708,2016-10-04 19:00,4,10.4,10,82.0,100.95,13.4,19,24.1,Rain,9.0,16.0,2016
709,2016-10-05 07:00,5,9.8,10,83.0,101.16,12.6,7,48.3,Cloudy,8.0,9.0,2016
710,2016-10-05 10:00,5,11.3,10,78.0,101.27,15.1,10,48.3,Cloudy,25.0,12.0,2016
711,2016-10-05 13:00,5,11.9,10,81.0,101.32,15.1,13,48.3,Clear,29.0,30.0,2016
712,2016-10-05 16:00,5,11.3,10,85.0,101.4,13.7,16,48.3,Clear,29.0,30.0,2016
713,2016-10-05 19:00,5,11.1,10,88.0,101.49,13.0,19,32.2,Cloudy,30.0,17.0,2016
714,2016-10-06 07:00,6,10.9,10,95.0,101.77,11.7,7,24.1,Cloudy,15.0,5.0,2016
715,2016-10-06 10:00,6,11.3,10,89.0,101.79,13.0,10,24.1,Cloudy,11.0,13.0,2016
716,2016-10-06 13:00,6,10.3,10,83.0,101.68,13.1,13,24.1,Cloudy,13.0,24.0,2016
717,2016-10-06 16:00,6,11.0,10,88.0,101.39,12.9,16,24.1,Rain,9.0,22.0,2016
718,2016-10-06 17:00,6,11.0,10,89.0,101.29,12.7,17,19.3,Rain,8.0,23.0,2016
719,2016-10-06 18:00,6,10.3,10,88.0,101.15,12.2,18,16.1,Rain,9.0,30.0,2016
720,2016-10-06 19:00,6,10.4,10,91.0,101.01,11.8,19,9.7,Rain,8.0,31.0,2016
721,2016-10-06 20:00,6,10.2,10,91.0,100.85,11.6,20,12.9,Rain,8.0,32.0,2016
722,2016-10-06 21:00,6,10.1,10,91.0,100.62,11.5,21,12.9,Rain,8.0,40.0,2016
723,2016-10-07 07:00,7,7.7,10,73.0,100.7,12.4,7,24.1,Cloudy,17.0,34.0,2016
724,2016-10-07 10:00,7,8.7,10,71.0,101.13,13.8,10,24.1,Cloudy,19.0,22.0,2016
725,2016-10-07 13:00,7,8.4,10,66.0,101.48,14.6,13,48.3,Cloudy,22.0,10.0,2016
726,2016-10-07 16:00,7,8.4,10,65.0,101.63,14.8,16,48.3,Cloudy,20.0,9.0,2016
727,2016-10-07 19:00,7,6.8,10,67.0,101.71,12.7,19,32.2,Cloudy,15.0,12.0,2016
728,2016-10-08 06:00,8,9.1,10,94.0,101.14,10.0,6,16.1,Rain,10.0,10.0,2016
729,2016-10-08 07:00,8,9.3,10,95.0,101.07,10.1,7,16.1,Rain,4.0,7.0,2016
730,2016-10-08 08:00,8,9.1,10,94.0,100.93,10.0,8,16.1,Rain,8.0,13.0,2016
731,2016-10-08 09:00,8,8.6,10,93.0,100.91,9.7,9,16.1,Rain,1.0,9.0,2016
732,2016-10-08 10:00,8,9.1,10,94.0,100.86,10.0,10,16.1,Cloudy,36.0,1.0,2016
733,2016-10-08 19:00,8,8.6,10,94.0,100.84,9.5,19,12.9,Cloudy,31.0,18.0,2016
734,2016-10-09 07:00,9,5.7,10,95.0,101.58,6.4,7,24.1,Cloudy,34.0,5.0,2016
735,2016-10-09 10:00,9,9.4,10,84.0,101.64,12.0,10,32.2,Cloudy,25.0,10.0,2016
736,2016-10-09 13:00,9,9.0,10,78.0,101.58,12.7,13,48.3,Cloudy,29.0,18.0,2016
737,2016-10-09 16:00,9,8.4,10,78.0,101.47,12.1,16,48.3,Clear,31.0,21.0,2016
738,2016-10-09 19:00,9,8.3,10,90.0,101.4,9.8,19,32.2,Clear,30.0,15.0,2016
739,2016-10-10 07:00,10,6.6,10,92.0,101.75,7.8,7,48.3,Cloudy,1.0,5.0,2016
740,2016-10-10 10:00,10,7.5,10,77.0,101.92,11.4,10,48.3,Cloudy,12.0,12.0,2016
741,2016-10-10 13:00,10,7.0,10,74.0,101.96,11.4,13,48.3,Cloudy,27.0,11.0,2016
742,2016-10-10 16:00,10,8.0,10,82.0,101.93,10.9,16,48.3,Clear,30.0,13.0,2016
743,2016-10-10 19:00,10,4.2,10,73.0,102.0,8.7,19,48.3,Clear,3.0,7.0,2016
744,2016-10-11 07:00,11,-1.4,10,69.0,102.33,3.8,7,48.3,Clear,36.0,2.0,2016
745,2016-10-11 10:00,11,0.8,10,52.0,102.44,10.2,10,48.3,Clear,22.0,7.0,2016
746,2016-10-11 13:00,11,1.1,10,48.0,102.37,11.7,13,48.3,Clear,28.0,18.0,2016
747,2016-10-11 16:00,11,5.2,10,65.0,102.22,11.5,16,48.3,Clear,30.0,14.0,2016
748,2016-10-11 19:00,11,3.5,10,70.0,102.14,8.6,19,48.3,Clear,1.0,9.0,2016
749,2016-10-12 07:00,12,1.5,10,88.0,101.96,3.3,7,48.3,Clear,10.0,13.0,2016
750,2016-10-12 10:00,12,3.1,10,59.0,101.82,10.7,10,48.3,Clear,12.0,5.0,2016
751,2016-10-12 13:00,12,4.8,10,64.0,101.6,11.3,13,48.3,Cloudy,23.0,14.0,2016
752,2016-10-12 16:00,12,5.0,10,62.0,101.27,12.0,16,48.3,Cloudy,2.0,10.0,2016
753,2016-10-12 19:00,12,3.3,10,49.0,100.94,13.8,19,32.2,Cloudy,6.0,16.0,2016
754,2016-10-12 21:00,12,7.2,10,74.0,100.92,11.6,21,32.2,Rain,20.0,7.0,2016
755,2016-10-13 07:00,13,10.2,10,92.0,100.23,11.4,7,24.1,Rain,10.0,25.0,2016
756,2016-10-13 08:00,13,10.7,10,94.0,100.21,11.6,8,19.3,Rain,13.0,24.0,2016
757,2016-10-13 09:00,13,11.0,10,95.0,100.18,11.8,9,24.1,Rain,11.0,21.0,2016
758,2016-10-13 10:00,13,11.6,10,92.0,100.18,12.8,10,24.1,Cloudy,10.0,20.0,2016
759,2016-10-13 13:00,13,11.6,10,90.0,100.07,13.2,13,24.1,Cloudy,9.0,18.0,2016
760,2016-10-13 16:00,13,11.1,10,83.0,99.72,13.9,16,24.1,Cloudy,7.0,18.0,2016
761,2016-10-13 17:00,13,11.5,10,87.0,99.54,13.6,17,24.1,Rain,6.0,14.0,2016
762,2016-10-13 18:00,13,11.4,10,91.0,99.25,12.8,18,24.1,Rain,10.0,21.0,2016
763,2016-10-13 19:00,13,11.1,10,94.0,98.97,12.0,19,24.1,Rain,8.0,16.0,2016
764,2016-10-13 20:00,13,10.6,10,93.0,98.67,11.7,20,19.3,Rain,10.0,27.0,2016
765,2016-10-13 21:00,13,10.4,10,88.0,98.33,12.3,21,16.1,Rain,7.0,23.0,2016
766,2016-10-14 07:00,14,10.4,10,95.0,98.89,11.2,7,8.1,Rain,11.0,16.0,2016
767,2016-10-14 09:00,14,9.6,10,86.0,98.85,11.8,9,12.9,Rain,12.0,25.0,2016
768,2016-10-14 10:00,14,9.7,10,88.0,98.79,11.6,10,12.9,Rain,12.0,41.0,2016
769,2016-10-14 11:00,14,9.9,10,84.0,98.69,12.5,11,12.9,Rain,13.0,52.0,2016
770,2016-10-14 12:00,14,9.9,10,84.0,98.62,12.5,12,16.1,Rain,13.0,58.0,2016
771,2016-10-14 13:00,14,10.5,10,92.0,98.64,11.7,13,8.1,Rain,13.0,44.0,2016
772,2016-10-14 15:00,14,9.8,10,80.0,98.83,13.1,15,12.9,Rain,17.0,42.0,2016
773,2016-10-14 16:00,14,9.1,10,75.0,99.06,13.4,16,12.9,Cloudy,18.0,44.0,2016
774,2016-10-14 19:00,14,8.3,10,77.0,99.63,12.2,19,24.1,Cloudy,18.0,23.0,2016
775,2016-10-15 07:00,15,9.1,10,89.0,99.82,10.8,7,32.2,Cloudy,8.0,16.0,2016
776,2016-10-15 10:00,15,9.5,10,91.0,99.47,10.9,10,19.3,Rain,8.0,23.0,2016
777,2016-10-15 11:00,15,9.4,10,90.0,99.26,11.0,11,12.9,Rain,7.0,22.0,2016
778,2016-10-15 12:00,15,9.8,10,91.0,99.04,11.2,12,9.7,Rain,7.0,20.0,2016
779,2016-10-15 16:00,15,8.0,10,74.0,98.16,12.5,16,12.9,Rain,8.0,46.0,2016
780,2016-10-15 17:00,15,8.9,10,82.0,98.15,11.8,17,16.1,Rain,8.0,44.0,2016
781,2016-10-15 18:00,15,9.3,10,85.0,98.16,11.7,18,19.3,Rain,9.0,37.0,2016
782,2016-10-15 19:00,15,10.6,10,88.0,98.31,12.5,19,16.1,Rain,15.0,26.0,2016
783,2016-10-15 20:00,15,10.7,10,90.0,98.42,12.3,20,19.3,Rain,13.0,32.0,2016
784,2016-10-16 06:00,16,9.6,10,92.0,99.28,10.8,6,12.9,Rain,11.0,28.0,2016
785,2016-10-16 07:00,16,9.4,10,89.0,99.29,11.1,7,16.1,Cloudy,11.0,31.0,2016
786,2016-10-16 08:00,16,9.1,10,85.0,99.33,11.5,8,16.1,Rain,11.0,30.0,2016
787,2016-10-16 10:00,16,9.6,10,89.0,99.39,11.3,10,16.1,Rain,12.0,21.0,2016
788,2016-10-16 13:00,16,9.3,10,80.0,99.39,12.6,13,24.1,Cloudy,14.0,22.0,2016
789,2016-10-16 15:00,16,9.4,10,82.0,99.36,12.4,15,24.1,Rain,12.0,22.0,2016
790,2016-10-16 16:00,16,9.3,10,79.0,99.31,12.8,16,24.1,Cloudy,11.0,26.0,2016
791,2016-10-16 19:00,16,9.4,10,87.0,99.27,11.5,19,24.1,Rain,8.0,10.0,2016
792,2016-10-16 20:00,16,9.4,10,88.0,99.25,11.3,20,24.1,Rain,8.0,7.0,2016
793,2016-10-16 21:00,16,9.5,10,89.0,99.29,11.2,21,24.1,Rain,12.0,13.0,2016
794,2016-10-17 06:00,17,9.1,10,94.0,99.79,10.0,6,12.9,Rain,9.0,18.0,2016
795,2016-10-17 07:00,17,9.3,10,95.0,99.89,10.1,7,16.1,Rain,9.0,15.0,2016
796,2016-10-17 08:00,17,9.8,10,96.0,99.99,10.4,8,6.4,Rain,11.0,16.0,2016
797,2016-10-17 10:00,17,10.5,10,94.0,100.16,11.4,10,12.9,Cloudy,12.0,16.0,2016
798,2016-10-17 12:00,17,10.1,10,90.0,100.33,11.7,12,16.1,Rain,13.0,13.0,2016
799,2016-10-17 13:00,17,10.3,10,93.0,100.4,11.4,13,12.9,Rain,14.0,16.0,2016
800,2016-10-17 14:00,17,11.0,10,94.0,100.46,11.9,14,12.9,Rain,12.0,14.0,2016
801,2016-10-17 16:00,17,11.2,10,91.0,100.55,12.6,16,24.1,Clear,11.0,14.0,2016
802,2016-10-17 19:00,17,9.4,10,95.0,100.73,10.2,19,24.1,Cloudy,9.0,12.0,2016
803,2016-10-18 07:00,18,9.4,10,96.0,101.32,10.0,7,24.1,Cloudy,10.0,13.0,2016
804,2016-10-18 10:00,18,10.4,10,94.0,101.54,11.3,10,19.3,Rain,13.0,16.0,2016
805,2016-10-18 11:00,18,10.3,10,92.0,101.61,11.5,11,24.1,Rain,15.0,19.0,2016
806,2016-10-18 12:00,18,10.1,10,89.0,101.67,11.8,12,24.1,Rain,14.0,23.0,2016
807,2016-10-18 13:00,18,9.5,10,84.0,101.71,12.1,13,24.1,Rain,15.0,24.0,2016
808,2016-10-18 16:00,18,9.7,10,87.0,101.87,11.8,16,24.1,Cloudy,13.0,15.0,2016
809,2016-10-18 19:00,18,9.7,10,92.0,102.07,10.9,19,24.1,Cloudy,9.0,10.0,2016
810,2016-10-19 07:00,19,8.4,10,95.0,102.56,9.1,7,24.1,Cloudy,8.0,10.0,2016
811,2016-10-19 10:00,19,8.6,10,76.0,102.52,12.7,10,32.2,Cloudy,9.0,22.0,2016
812,2016-10-19 13:00,19,7.4,10,64.0,102.38,14.0,13,48.3,Cloudy,10.0,16.0,2016
813,2016-10-19 16:00,19,9.1,10,80.0,102.17,12.4,16,24.1,Rain,10.0,17.0,2016
814,2016-10-19 17:00,19,7.5,10,71.0,102.08,12.6,17,24.1,Rain,7.0,22.0,2016
815,2016-10-19 18:00,19,8.0,10,77.0,102.03,11.9,18,24.1,Rain,6.0,20.0,2016
816,2016-10-19 19:00,19,8.4,10,85.0,102.04,10.8,19,16.1,Rain,8.0,22.0,2016
817,2016-10-19 20:00,19,8.2,10,86.0,101.98,10.4,20,16.1,Rain,8.0,21.0,2016
818,2016-10-19 21:00,19,8.2,10,86.0,101.9,10.4,21,19.3,Rain,8.0,18.0,2016
819,2016-10-20 07:00,20,9.5,10,95.0,101.3,10.3,7,24.1,Cloudy,9.0,14.0,2016
820,2016-10-20 10:00,20,11.4,10,91.0,101.35,12.8,10,24.1,Cloudy,9.0,16.0,2016
821,2016-10-20 13:00,20,10.4,10,76.0,101.53,14.5,13,24.1,Cloudy,23.0,8.0,2016
822,2016-10-20 16:00,20,10.1,10,78.0,101.63,13.8,16,48.3,Clear,23.0,14.0,2016
823,2016-10-20 19:00,20,8.7,10,81.0,101.73,11.8,19,32.2,Clear,10.0,7.0,2016
824,2016-10-21 07:00,21,8.5,10,94.0,101.51,9.4,7,24.1,Cloudy,9.0,17.0,2016
825,2016-10-21 10:00,21,8.7,10,81.0,101.36,11.8,10,32.2,Cloudy,9.0,18.0,2016
826,2016-10-21 11:00,21,9.1,10,82.0,101.38,12.0,11,24.1,Rain,9.0,9.0,2016
827,2016-10-21 12:00,21,8.3,10,77.0,101.36,12.2,12,24.1,Rain,13.0,4.0,2016
828,2016-10-21 13:00,21,9.7,10,92.0,101.33,10.9,13,19.3,Rain,31.0,9.0,2016
829,2016-10-21 14:00,21,9.9,10,92.0,101.3,11.1,14,19.3,Rain,11.0,10.0,2016
830,2016-10-21 16:00,21,8.5,10,82.0,101.21,11.4,16,32.2,Cloudy,8.0,10.0,2016
831,2016-10-21 18:00,21,9.0,10,91.0,101.24,10.4,18,16.1,Rain,11.0,16.0,2016
832,2016-10-21 19:00,21,8.7,10,93.0,101.24,9.8,19,24.1,Rain,9.0,18.0,2016
833,2016-10-22 07:00,22,8.7,10,97.0,101.49,9.1,7,12.9,Cloudy,10.0,15.0,2016
834,2016-10-22 10:00,22,9.5,10,84.0,101.49,12.1,10,24.1,Cloudy,8.0,18.0,2016
835,2016-10-22 13:00,22,7.4,10,69.0,101.29,12.9,13,48.3,Cloudy,7.0,15.0,2016
836,2016-10-22 16:00,22,7.4,10,67.0,100.94,13.3,16,48.3,Cloudy,7.0,14.0,2016
837,2016-10-22 19:00,22,6.7,10,80.0,100.82,10.0,19,48.3,Cloudy,9.0,8.0,2016
838,2016-10-22 20:00,22,8.4,10,90.0,100.87,9.9,20,32.2,Rain,22.0,4.0,2016
839,2016-10-22 21:00,22,7.4,10,84.0,100.85,10.0,21,24.1,Rain,8.0,12.0,2016
840,2016-10-23 06:00,23,8.7,10,94.0,101.12,9.6,6,24.1,Rain,9.0,13.0,2016
841,2016-10-23 07:00,23,8.8,10,94.0,101.15,9.7,7,24.1,Rain,8.0,10.0,2016
842,2016-10-23 10:00,23,9.5,10,85.0,101.26,11.9,10,40.2,Cloudy,8.0,13.0,2016
843,2016-10-23 13:00,23,8.2,10,63.0,101.19,15.1,13,48.3,Cloudy,9.0,16.0,2016
844,2016-10-23 16:00,23,8.4,10,68.0,101.0,14.2,16,48.3,Cloudy,6.0,11.0,2016
845,2016-10-23 19:00,23,8.3,10,73.0,100.84,13.0,19,48.3,Cloudy,6.0,9.0,2016
846,2016-10-23 20:00,23,9.3,10,88.0,100.81,11.2,20,24.1,Rain,34.0,3.0,2016
847,2016-10-23 21:00,23,9.5,10,89.0,100.81,11.2,21,24.1,Rain,35.0,7.0,2016
848,2016-10-24 07:00,24,8.7,10,90.0,100.22,10.3,7,48.3,Cloudy,27.0,10.0,2016
849,2016-10-24 10:00,24,9.8,10,91.0,100.08,11.2,10,48.3,Cloudy,34.0,7.0,2016
850,2016-10-24 13:00,24,9.9,10,95.0,100.15,10.7,13,32.2,Cloudy,26.0,18.0,2016
851,2016-10-24 14:00,24,9.9,10,95.0,100.25,10.7,14,40.2,Rain,34.0,17.0,2016
852,2016-10-24 15:00,24,9.5,10,86.0,100.3,11.7,15,40.2,Rain,2.0,13.0,2016
853,2016-10-24 16:00,24,9.8,10,91.0,100.38,11.2,16,32.2,Rain,23.0,4.0,2016
854,2016-10-24 17:00,24,10.3,10,91.0,100.36,11.7,17,24.1,Rain,7.0,15.0,2016
855,2016-10-24 19:00,24,9.6,10,85.0,100.47,12.0,19,24.1,Rain,9.0,29.0,2016
856,2016-10-25 07:00,25,6.9,10,66.0,100.94,13.0,7,32.2,Cloudy,12.0,31.0,2016
857,2016-10-25 10:00,25,7.6,10,68.0,101.16,13.3,10,48.3,Cloudy,11.0,25.0,2016
858,2016-10-25 11:00,25,8.7,10,76.0,101.28,12.8,11,19.3,Rain,14.0,21.0,2016
859,2016-10-25 12:00,25,9.4,10,83.0,101.34,12.2,12,19.3,Rain,9.0,13.0,2016
860,2016-10-25 13:00,25,9.9,10,81.0,101.38,13.0,13,24.1,Rain,5.0,13.0,2016
861,2016-10-25 16:00,25,9.2,10,71.0,101.47,14.3,16,32.2,Cloudy,11.0,11.0,2016
862,2016-10-25 19:00,25,8.7,10,84.0,101.56,11.3,19,32.2,Clear,7.0,15.0,2016
863,2016-10-26 07:00,26,7.5,10,88.0,101.05,9.4,7,48.3,Rain,18.0,4.0,2016
864,2016-10-26 08:00,26,7.8,10,92.0,101.08,9.0,8,24.1,Rain,10.0,7.0,2016
865,2016-10-26 09:00,26,7.8,10,88.0,101.09,9.7,9,16.1,Rain,3.0,10.0,2016
866,2016-10-26 10:00,26,8.0,10,89.0,100.98,9.7,10,24.1,Rain,8.0,14.0,2016
867,2016-10-26 11:00,26,8.6,10,92.0,100.89,9.8,11,24.1,Rain,9.0,12.0,2016
868,2016-10-26 12:00,26,8.8,10,92.0,100.8,10.0,12,16.1,Rain,8.0,16.0,2016
869,2016-10-26 13:00,26,9.5,10,93.0,100.71,10.6,13,24.1,Rain,10.0,11.0,2016
870,2016-10-26 14:00,26,9.4,10,95.0,100.75,10.2,14,12.9,Rain,32.0,10.0,2016
871,2016-10-26 16:00,26,10.4,10,93.0,100.68,11.5,16,24.1,Cloudy,9.0,21.0,2016
872,2016-10-26 19:00,26,10.1,10,93.0,100.69,11.2,19,24.1,Cloudy,9.0,12.0,2016
873,2016-10-27 06:00,27,10.4,10,90.0,100.83,12.0,6,24.1,Rain,14.0,20.0,2016
874,2016-10-27 07:00,27,10.1,10,89.0,100.82,11.8,7,24.1,Cloudy,13.0,20.0,2016
875,2016-10-27 08:00,27,9.7,10,86.0,100.83,11.9,8,24.1,Rain,14.0,21.0,2016
876,2016-10-27 09:00,27,10.0,10,89.0,100.85,11.7,9,24.1,Rain,12.0,16.0,2016
877,2016-10-27 10:00,27,10.4,10,91.0,100.88,11.8,10,24.1,Cloudy,9.0,10.0,2016
878,2016-10-27 12:00,27,10.9,10,89.0,100.89,12.6,12,24.1,Rain,10.0,12.0,2016
879,2016-10-27 13:00,27,10.9,10,89.0,100.9,12.6,13,24.1,Rain,12.0,12.0,2016
880,2016-10-27 14:00,27,10.5,10,89.0,100.91,12.2,14,24.1,Rain,13.0,16.0,2016
881,2016-10-27 15:00,27,10.7,10,94.0,100.92,11.6,15,24.1,Rain,12.0,9.0,2016
882,2016-10-27 16:00,27,10.6,10,94.0,100.93,11.5,16,19.3,Rain,7.0,9.0,2016
883,2016-10-27 17:00,27,10.7,10,95.0,100.91,11.5,17,24.1,Rain,8.0,4.0,2016
884,2016-10-27 18:00,27,10.8,10,95.0,100.94,11.6,18,19.3,Rain,8.0,9.0,2016
885,2016-10-27 19:00,27,10.5,10,93.0,100.96,11.6,19,24.1,Cloudy,7.0,12.0,2016
886,2016-10-28 07:00,28,9.0,10,86.0,101.32,11.2,7,32.2,Cloudy,7.0,14.0,2016
887,2016-10-28 10:00,28,10.3,10,84.0,101.4,12.9,10,32.2,Cloudy,11.0,15.0,2016
888,2016-10-28 13:00,28,8.9,10,63.0,101.25,15.9,13,32.2,Cloudy,6.0,12.0,2016
